TransactionID,PolicyID,PaymentDate,AmountPaid
T0007376,P000658,2025-04-22,285.53
T0007377,P000658,2025-05-22,285.53
T0007378,P000658,2025-06-21,285.53
T0007379,P000658,2025-07-21,285.53
T0007380,P000658,2025-08-20,285.53
T0007381,P000658,2025-09-19,285.53
T0007382,P000658,2025-10-19,285.53
T0007383,P000658,2025-11-18,137.1
T0007384,P000658,2025-12-18,285.53
T0007385,P000659,2025-11-16,1915.87
T0007386,P000659,2025-12-16,1915.87
T0007387,P000660,2025-10-10,652.47
T0007388,P000660,2025-11-09,652.47
T0007389,P000660,2025-12-09,652.47
T0007390,P000661,2023-10-23,494.71
T0007391,P000661,2023-11-22,494.71
T0007392,P000661,2023-12-22,494.71
T0007393,P000661,2024-01-21,494.71
T0007394,P000661,2024-02-20,494.71
T0007395,P000661,2024-03-21,494.71
T0007396,P000661,2024-04-20,494.71
T0007397,P000661,2024-05-20,494.71
T0007398,P000661,2024-06-19,494.71
T0007399,P000661,2024-07-19,494.71
T0007400,P000661,2024-08-18,494.71
T0007401,P000661,2024-09-17,494.71
T0007402,P000661,2024-10-17,494.71
T0007403,P000661,2024-11-16,494.71
T0007404,P000661,2024-12-16,494.71
T0007405,P000661,2025-01-15,494.71
T0007406,P000662,2023-03-13,94.86
T0007407,P000662,2023-04-12,75.08
T0007408,P000662,2023-05-12,94.86
T0007409,P000662,2023-06-11,94.86
T0007410,P000662,2023-07-11,94.86
T0007411,P000662,2023-08-10,85.16
T0007412,P000662,2023-09-09,94.86
T0007413,P000662,2023-10-09,94.86
T0007414,P000662,2023-11-08,94.86
T0007415,P000662,2023-12-08,94.86
T0007416,P000663,2022-08-22,50.82
T0007417,P000663,2022-09-21,50.82
T0007418,P000663,2022-10-21,50.82
T0007419,P000663,2022-11-20,50.82
T0007420,P000663,2022-12-20,50.82
T0007421,P000663,2023-01-19,50.82
T0007422,P000663,2023-02-18,50.82
T0007423,P000663,2023-03-20,50.82
T0007424,P000663,2023-04-19,50.82
T0007425,P000663,2023-05-19,26.88
T0007426,P000663,2023-06-18,50.82
T0007427,P000663,2023-07-18,50.82
T0007428,P000663,2023-08-17,50.82
T0007429,P000663,2023-09-16,50.82
T0007430,P000663,2023-10-16,34.09
T0007431,P000663,2023-11-15,50.82
T0007432,P000663,2023-12-15,50.82
T0007433,P000663,2024-01-14,50.82
T0007434,P000663,2024-02-13,50.82
T0007435,P000663,2024-03-14,50.82
T0007436,P000663,2024-04-13,50.82
T0007437,P000663,2024-05-13,50.82
T0007438,P000663,2024-06-12,50.82
T0007439,P000664,2025-04-17,1921.31
T0007440,P000664,2025-07-16,1921.31
T0007441,P000664,2025-10-14,1921.31
T0007442,P000665,2025-11-27,6681.88
T0007443,P000666,2025-08-30,1273.68
T0007444,P000666,2025-11-28,1273.68
T0007445,P000667,2024-01-20,961.35
T0007446,P000667,2024-02-19,961.35
T0007447,P000667,2024-03-20,961.35
T0007448,P000667,2024-04-19,961.35
T0007449,P000667,2024-05-19,961.35
T0007450,P000667,2024-06-18,961.35
T0007451,P000667,2024-07-18,961.35
T0007452,P000667,2024-08-17,961.35
T0007453,P000668,2024-03-28,367.07
T0007454,P000668,2024-04-27,367.07
T0007455,P000668,2024-05-27,367.07
T0007456,P000668,2024-06-26,367.07
T0007457,P000668,2024-07-26,367.07
T0007458,P000668,2024-08-25,367.07
T0007459,P000668,2024-09-24,367.07
T0007460,P000668,2024-10-24,367.07
T0007461,P000668,2024-11-23,367.07
T0007462,P000668,2024-12-23,252.54
T0007463,P000668,2025-01-22,319.97
T0007464,P000668,2025-02-21,367.07
T0007465,P000668,2025-03-23,367.07
T0007466,P000668,2025-04-22,367.07
T0007467,P000668,2025-05-22,367.07
T0007468,P000668,2025-06-21,367.07
T0007469,P000668,2025-07-21,367.07
T0007470,P000668,2025-08-20,367.07
T0007471,P000668,2025-09-19,367.07
T0007472,P000668,2025-10-19,367.07
T0007473,P000668,2025-11-18,367.07
T0007474,P000668,2025-12-18,285.11
T0007475,P000669,2023-12-28,33.59
T0007476,P000669,2024-01-27,33.59
T0007477,P000669,2024-02-26,33.59
T0007478,P000669,2024-03-27,33.59
T0007479,P000669,2024-04-26,33.59
T0007480,P000669,2024-05-26,33.59
T0007481,P000669,2024-06-25,33.59
T0007482,P000669,2024-07-25,33.59
T0007483,P000669,2024-08-24,33.59
T0007484,P000669,2024-09-23,33.59
T0007485,P000669,2024-10-23,33.59
T0007486,P000669,2024-11-22,16.77
T0007487,P000669,2024-12-22,33.59
T0007488,P000669,2025-01-21,33.59
T0007489,P000669,2025-02-20,33.59
T0007490,P000669,2025-03-22,33.59
T0007491,P000669,2025-04-21,33.59
T0007492,P000669,2025-05-21,33.59
T0007493,P000669,2025-06-20,33.59
T0007494,P000669,2025-07-20,33.59
T0007495,P000670,2024-09-02,618.47
T0007496,P000670,2024-10-02,618.47
T0007497,P000670,2024-11-01,618.47
T0007498,P000670,2024-12-01,618.47
T0007499,P000670,2024-12-31,618.47
T0007500,P000670,2025-01-30,618.47
T0007501,P000670,2025-03-01,618.47
T0007502,P000670,2025-03-31,618.47
T0007503,P000670,2025-04-30,618.47
T0007504,P000670,2025-05-30,618.47
T0007505,P000670,2025-06-29,618.47
T0007506,P000671,2023-08-03,166.45
T0007507,P000671,2023-09-02,166.45
T0007508,P000671,2023-10-02,166.45
T0007509,P000671,2023-11-01,166.45
T0007510,P000671,2023-12-01,166.45
T0007511,P000671,2023-12-31,166.45
T0007512,P000671,2024-01-30,166.45
T0007513,P000671,2024-02-29,166.45
T0007514,P000671,2024-03-30,166.45
T0007515,P000671,2024-04-29,166.45
T0007516,P000671,2024-05-29,166.45
T0007517,P000671,2024-06-28,166.45
T0007518,P000671,2024-07-28,166.45
T0007519,P000671,2024-08-27,166.45
T0007520,P000671,2024-09-26,166.45
T0007521,P000671,2024-10-26,166.45
T0007522,P000671,2024-11-25,166.45
T0007523,P000671,2024-12-25,166.45
T0007524,P000671,2025-01-24,166.45
T0007525,P000671,2025-02-23,166.45
T0007526,P000671,2025-03-25,166.45
T0007527,P000671,2025-04-24,166.45
T0007528,P000671,2025-05-24,166.45
T0007529,P000671,2025-06-23,166.45
T0007530,P000671,2025-07-23,166.45
T0007531,P000671,2025-08-22,166.45
T0007532,P000671,2025-09-21,166.45
T0007533,P000671,2025-10-21,166.45
T0007534,P000671,2025-11-20,166.45
T0007535,P000671,2025-12-20,166.45
T0007536,P000672,2022-03-05,407.45
T0007537,P000672,2022-06-03,407.45
T0007538,P000672,2022-09-01,407.45
T0007539,P000672,2022-11-30,407.45
T0007540,P000672,2023-02-28,407.45
T0007541,P000672,2023-05-29,407.45
T0007542,P000672,2023-08-27,407.45
T0007543,P000672,2023-11-25,407.45
T0007544,P000672,2024-02-23,407.45
T0007545,P000672,2024-05-23,407.45
T0007546,P000672,2024-08-21,407.45
T0007547,P000672,2024-11-19,407.45
T0007548,P000673,2023-04-29,373.9
T0007549,P000673,2023-07-28,373.9
T0007550,P000673,2023-10-26,373.9
T0007551,P000673,2024-01-24,373.9
T0007552,P000673,2024-04-23,373.9
T0007553,P000673,2024-07-22,276.24
T0007554,P000673,2024-10-20,334.12
T0007555,P000673,2025-01-18,373.9
T0007556,P000673,2025-04-18,373.9
T0007557,P000673,2025-07-17,373.9
T0007558,P000674,2025-01-29,619.28
T0007559,P000674,2025-02-28,619.28
T0007560,P000674,2025-03-30,619.28
T0007561,P000674,2025-04-29,619.28
T0007562,P000674,2025-05-29,619.28
T0007563,P000674,2025-06-28,619.28
T0007564,P000674,2025-07-28,619.28
T0007565,P000674,2025-08-27,619.28
T0007566,P000674,2025-09-26,619.28
T0007567,P000674,2025-10-26,619.28
T0007568,P000674,2025-11-25,619.28
T0007569,P000675,2024-03-18,837.62
T0007570,P000675,2024-06-16,837.62
T0007571,P000675,2024-09-14,837.62
T0007572,P000675,2024-12-13,837.62
T0007573,P000675,2025-03-13,837.62
T0007574,P000675,2025-06-11,837.62
T0007575,P000675,2025-09-09,837.62
T0007576,P000675,2025-12-08,837.62
T0007577,P000676,2025-10-21,5845.23
T0007578,P000677,2020-05-01,205.31
T0007579,P000677,2020-05-31,205.31
T0007580,P000677,2020-06-30,205.31
T0007581,P000677,2020-07-30,205.31
T0007582,P000677,2020-08-29,205.31
T0007583,P000677,2020-09-28,205.31
T0007584,P000677,2020-10-28,205.31
T0007585,P000677,2020-11-27,205.31
T0007586,P000677,2020-12-27,205.31
T0007587,P000677,2021-01-26,205.31
T0007588,P000677,2021-02-25,205.31
T0007589,P000677,2021-03-27,205.31
T0007590,P000677,2021-04-26,205.31
T0007591,P000677,2021-05-26,205.31
T0007592,P000677,2021-06-25,205.31
T0007593,P000677,2021-07-25,205.31
T0007594,P000677,2021-08-24,205.31
T0007595,P000677,2021-09-23,205.31
T0007596,P000677,2021-10-23,205.31
T0007597,P000677,2021-11-22,205.31
T0007598,P000677,2021-12-22,205.31
T0007599,P000677,2022-01-21,205.31
T0007600,P000677,2022-02-20,205.31
T0007601,P000678,2020-07-27,118.99
T0007602,P000678,2020-10-25,118.99
T0007603,P000678,2021-01-23,118.99
T0007604,P000678,2021-04-23,118.99
T0007605,P000678,2021-07-22,43.13
T0007606,P000678,2021-10-20,118.99
T0007607,P000678,2022-01-18,118.99
T0007608,P000678,2022-04-18,118.99
T0007609,P000678,2022-07-17,118.99
T0007610,P000678,2022-10-15,118.99
T0007611,P000678,2023-01-13,92.05
T0007612,P000679,2021-01-20,1073.57
T0007613,P000679,2021-02-19,1073.57
T0007614,P000679,2021-03-21,1073.57
T0007615,P000679,2021-04-20,1073.57
T0007616,P000679,2021-05-20,1073.57
T0007617,P000679,2021-06-19,1073.57
T0007618,P000679,2021-07-19,1073.57
T0007619,P000679,2021-08-18,1073.57
T0007620,P000679,2021-09-17,1073.57
T0007621,P000680,2022-12-12,341.23
T0007622,P000680,2023-01-11,341.23
T0007623,P000680,2023-02-10,341.23
T0007624,P000680,2023-03-12,341.23
T0007625,P000680,2023-04-11,341.23
T0007626,P000680,2023-05-11,341.23
T0007627,P000680,2023-06-10,341.23
T0007628,P000680,2023-07-10,236.63
T0007629,P000680,2023-08-09,341.23
T0007630,P000680,2023-09-08,341.23
T0007631,P000680,2023-10-08,341.23
T0007632,P000680,2023-11-07,341.23
T0007633,P000680,2023-12-07,341.23
T0007634,P000680,2024-01-06,341.23
T0007635,P000680,2024-02-05,341.23
T0007636,P000680,2024-03-06,341.23
T0007637,P000680,2024-04-05,341.23
T0007638,P000680,2024-05-05,341.23
T0007639,P000680,2024-06-04,341.23
T0007640,P000680,2024-07-04,341.23
T0007641,P000680,2024-08-03,341.23
T0007642,P000680,2024-09-02,341.23
T0007643,P000680,2024-10-02,233.73
T0007644,P000680,2024-11-01,341.23
T0007645,P000680,2024-12-01,341.23
T0007646,P000680,2024-12-31,341.23
T0007647,P000681,2023-01-14,288.28
T0007648,P000681,2023-02-13,288.28
T0007649,P000681,2023-03-15,288.28
T0007650,P000681,2023-04-14,288.28
T0007651,P000681,2023-05-14,288.28
T0007652,P000681,2023-06-13,288.28
T0007653,P000681,2023-07-13,288.28
T0007654,P000681,2023-08-12,288.28
T0007655,P000681,2023-09-11,288.28
T0007656,P000681,2023-10-11,288.28
T0007657,P000681,2023-11-10,288.28
T0007658,P000681,2023-12-10,288.28
T0007659,P000682,2024-05-03,928.04
T0007660,P000682,2024-06-02,928.04
T0007661,P000682,2024-07-02,928.04
T0007662,P000682,2024-08-01,928.04
T0007663,P000682,2024-08-31,928.04
T0007664,P000682,2024-09-30,928.04
T0007665,P000682,2024-10-30,928.04
T0007666,P000683,2024-11-22,290.99
T0007667,P000683,2024-12-22,290.99
T0007668,P000683,2025-01-21,290.99
T0007669,P000683,2025-02-20,290.99
T0007670,P000683,2025-03-22,290.99
T0007671,P000683,2025-04-21,290.99
T0007672,P000683,2025-05-21,290.99
T0007673,P000683,2025-06-20,290.99
T0007674,P000683,2025-07-20,290.99
T0007675,P000683,2025-08-19,290.99
T0007676,P000683,2025-09-18,290.99
T0007677,P000683,2025-10-18,290.99
T0007678,P000683,2025-11-17,290.99
T0007679,P000683,2025-12-17,290.99
T0007680,P000684,2024-11-12,611.55
T0007681,P000684,2024-12-12,611.55
T0007682,P000684,2025-01-11,611.55
T0007683,P000684,2025-02-10,611.55
T0007684,P000684,2025-03-12,611.55
T0007685,P000684,2025-04-11,611.55
T0007686,P000684,2025-05-11,611.55
T0007687,P000684,2025-06-10,611.55
T0007688,P000684,2025-07-10,611.55
T0007689,P000684,2025-08-09,611.55
T0007690,P000684,2025-09-08,611.55
T0007691,P000684,2025-10-08,611.55
T0007692,P000684,2025-11-07,611.55
T0007693,P000684,2025-12-07,611.55
T0007694,P000685,2024-04-22,448.07
T0007695,P000685,2024-07-21,383.96
T0007696,P000685,2024-10-19,448.07
T0007697,P000685,2025-01-17,276.58
T0007698,P000685,2025-04-17,448.07
T0007699,P000685,2025-07-16,448.07
T0007700,P000685,2025-10-14,448.07
T0007701,P000686,2025-10-07,6653.34
T0007702,P000687,2025-08-15,783.99
T0007703,P000687,2025-09-14,783.99
T0007704,P000687,2025-10-14,783.99
T0007705,P000687,2025-11-13,783.99
T0007706,P000687,2025-12-13,783.99
T0007707,P000688,2024-12-12,1370.47
T0007708,P000688,2025-03-12,1370.47
T0007709,P000688,2025-06-10,1370.47
T0007710,P000688,2025-09-08,1370.47
T0007711,P000688,2025-12-07,1370.47
T0007712,P000689,2025-01-09,142.96
T0007713,P000689,2025-02-08,142.96
T0007714,P000689,2025-03-10,142.96
T0007715,P000689,2025-04-09,142.96
T0007716,P000689,2025-05-09,142.96
T0007717,P000689,2025-06-08,142.96
T0007718,P000689,2025-07-08,142.96
T0007719,P000690,2025-12-15,5332.71
T0007720,P000691,2022-08-10,67.78
T0007721,P000691,2022-09-09,67.78
T0007722,P000691,2022-10-09,21.07
T0007723,P000691,2022-11-08,67.78
T0007724,P000691,2022-12-08,67.78
T0007725,P000691,2023-01-07,67.78
T0007726,P000691,2023-02-06,67.78
T0007727,P000691,2023-03-08,67.78
T0007728,P000691,2023-04-07,67.78
T0007729,P000691,2023-05-07,67.78
T0007730,P000691,2023-06-06,67.78
T0007731,P000691,2023-07-06,67.78
T0007732,P000691,2023-08-05,67.78
T0007733,P000691,2023-09-04,67.78
T0007734,P000691,2023-10-04,67.78
T0007735,P000691,2023-11-03,67.78
T0007736,P000691,2023-12-03,67.78
T0007737,P000691,2024-01-02,67.78
T0007738,P000691,2024-02-01,67.78
T0007739,P000691,2024-03-02,67.78
T0007740,P000691,2024-04-01,67.78
T0007741,P000691,2024-05-01,67.78
T0007742,P000691,2024-05-31,67.78
T0007743,P000691,2024-06-30,67.78
T0007744,P000691,2024-07-30,67.78
T0007745,P000691,2024-08-29,67.78
T0007746,P000691,2024-09-28,67.78
T0007747,P000691,2024-10-28,67.78
T0007748,P000691,2024-11-27,67.78
T0007749,P000691,2024-12-27,67.78
T0007750,P000691,2025-01-26,67.78
T0007751,P000691,2025-02-25,67.78
T0007752,P000691,2025-03-27,67.78
T0007753,P000691,2025-04-26,67.78
T0007754,P000692,2023-09-15,285.09
T0007755,P000692,2023-12-14,285.09
T0007756,P000692,2024-03-13,285.09
T0007757,P000692,2024-06-11,285.09
T0007758,P000692,2024-09-09,228.45
T0007759,P000692,2024-12-08,285.09
T0007760,P000692,2025-03-08,285.09
T0007761,P000692,2025-06-06,285.09
T0007762,P000692,2025-09-04,285.09
T0007763,P000692,2025-12-03,285.09
T0007764,P000693,2021-11-29,238.28
T0007765,P000693,2021-12-29,238.28
T0007766,P000693,2022-01-28,238.28
T0007767,P000693,2022-02-27,238.28
T0007768,P000693,2022-03-29,238.28
T0007769,P000693,2022-04-28,238.28
T0007770,P000693,2022-05-28,238.28
T0007771,P000693,2022-06-27,238.28
T0007772,P000693,2022-07-27,238.28
T0007773,P000693,2022-08-26,238.28
T0007774,P000693,2022-09-25,238.28
T0007775,P000693,2022-10-25,238.28
T0007776,P000693,2022-11-24,238.28
T0007777,P000693,2022-12-24,238.28
T0007778,P000693,2023-01-23,238.28
T0007779,P000693,2023-02-22,238.28
T0007780,P000693,2023-03-24,238.28
T0007781,P000693,2023-04-23,238.28
T0007782,P000693,2023-05-23,238.28
T0007783,P000693,2023-06-22,238.28
T0007784,P000693,2023-07-22,238.28
T0007785,P000693,2023-08-21,238.28
T0007786,P000693,2023-09-20,238.28
T0007787,P000693,2023-10-20,238.28
T0007788,P000693,2023-11-19,238.28
T0007789,P000693,2023-12-19,238.28
T0007790,P000693,2024-01-18,238.28
T0007791,P000693,2024-02-17,238.28
T0007792,P000693,2024-03-18,135.53
T0007793,P000693,2024-04-17,238.28
T0007794,P000693,2024-05-17,238.28
T0007795,P000693,2024-06-16,193.19
T0007796,P000693,2024-07-16,238.28
T0007797,P000693,2024-08-15,238.28
T0007798,P000693,2024-09-14,182.38
T0007799,P000694,2022-08-11,324.08
T0007800,P000694,2022-09-10,160.22
T0007801,P000694,2022-10-10,324.08
T0007802,P000694,2022-11-09,324.08
T0007803,P000694,2022-12-09,229.23
T0007804,P000694,2023-01-08,324.08
T0007805,P000694,2023-02-07,324.08
T0007806,P000694,2023-03-09,324.08
T0007807,P000694,2023-04-08,324.08
T0007808,P000694,2023-05-08,324.08
T0007809,P000694,2023-06-07,324.08
T0007810,P000694,2023-07-07,324.08
T0007811,P000694,2023-08-06,324.08
T0007812,P000694,2023-09-05,324.08
T0007813,P000694,2023-10-05,324.08
T0007814,P000694,2023-11-04,324.08
T0007815,P000694,2023-12-04,324.08
T0007816,P000694,2024-01-03,324.08
T0007817,P000694,2024-02-02,324.08
T0007818,P000694,2024-03-03,206.74
T0007819,P000694,2024-04-02,324.08
T0007820,P000694,2024-05-02,324.08
T0007821,P000695,2020-10-23,166.59
T0007822,P000695,2020-11-22,166.59
T0007823,P000695,2020-12-22,166.59
T0007824,P000695,2021-01-21,166.59
T0007825,P000695,2021-02-20,166.59
T0007826,P000695,2021-03-22,166.59
T0007827,P000695,2021-04-21,166.59
T0007828,P000695,2021-05-21,166.59
T0007829,P000695,2021-06-20,166.59
T0007830,P000695,2021-07-20,166.59
T0007831,P000695,2021-08-19,166.59
T0007832,P000695,2021-09-18,166.59
T0007833,P000695,2021-10-18,166.59
T0007834,P000696,2020-07-19,189.78
T0007835,P000696,2020-08-18,189.78
T0007836,P000696,2020-09-17,189.78
T0007837,P000696,2020-10-17,189.78
T0007838,P000696,2020-11-16,189.78
T0007839,P000696,2020-12-16,189.78
T0007840,P000696,2021-01-15,189.78
T0007841,P000696,2021-02-14,159.41
T0007842,P000696,2021-03-16,189.78
T0007843,P000696,2021-04-15,189.78
T0007844,P000696,2021-05-15,189.78
T0007845,P000696,2021-06-14,189.78
T0007846,P000696,2021-07-14,189.78
T0007847,P000696,2021-08-13,189.78
T0007848,P000696,2021-09-12,189.78
T0007849,P000696,2021-10-12,189.78
T0007850,P000696,2021-11-11,189.78
T0007851,P000696,2021-12-11,189.78
T0007852,P000696,2022-01-10,189.78
T0007853,P000696,2022-02-09,189.78
T0007854,P000696,2022-03-11,189.78
T0007855,P000696,2022-04-10,189.78
T0007856,P000696,2022-05-10,189.78
T0007857,P000696,2022-06-09,189.78
T0007858,P000696,2022-07-09,189.78
T0007859,P000697,2021-10-11,419.84
T0007860,P000697,2021-11-10,419.84
T0007861,P000697,2021-12-10,419.84
T0007862,P000697,2022-01-09,419.84
T0007863,P000697,2022-02-08,419.84
T0007864,P000697,2022-03-10,419.84
T0007865,P000697,2022-04-09,419.84
T0007866,P000697,2022-05-09,419.84
T0007867,P000697,2022-06-08,419.84
T0007868,P000697,2022-07-08,419.84
T0007869,P000697,2022-08-07,419.84
T0007870,P000697,2022-09-06,419.84
T0007871,P000697,2022-10-06,419.84
T0007872,P000697,2022-11-05,419.84
T0007873,P000697,2022-12-05,419.84
T0007874,P000697,2023-01-04,419.84
T0007875,P000697,2023-02-03,419.84
T0007876,P000697,2023-03-05,419.84
T0007877,P000697,2023-04-04,419.84
T0007878,P000697,2023-05-04,419.84
T0007879,P000697,2023-06-03,419.84
T0007880,P000697,2023-07-03,419.84
T0007881,P000698,2021-05-15,1222.94
T0007882,P000698,2021-08-13,1222.94
T0007883,P000698,2021-11-11,929.69
T0007884,P000698,2022-02-09,1222.94
T0007885,P000698,2022-05-10,1222.94
T0007886,P000698,2022-08-08,1222.94
T0007887,P000698,2022-11-06,1222.94
T0007888,P000699,2023-10-05,420.1
T0007889,P000699,2024-01-03,420.1
T0007890,P000699,2024-04-02,420.1
T0007891,P000699,2024-07-01,420.1
T0007892,P000699,2024-09-29,420.1
T0007893,P000699,2024-12-28,420.1
T0007894,P000699,2025-03-28,420.1
T0007895,P000700,2024-05-03,419.35
T0007896,P000700,2024-06-02,419.35
T0007897,P000700,2024-07-02,419.35
T0007898,P000700,2024-08-01,419.35
T0007899,P000700,2024-08-31,419.35
T0007900,P000700,2024-09-30,419.35
T0007901,P000700,2024-10-30,419.35
T0007902,P000700,2024-11-29,419.35
T0007903,P000700,2024-12-29,419.35
T0007904,P000700,2025-01-28,419.35
T0007905,P000700,2025-02-27,419.35
T0007906,P000700,2025-03-29,419.35
T0007907,P000700,2025-04-28,419.35
T0007908,P000700,2025-05-28,419.35
T0007909,P000700,2025-06-27,419.35
T0007910,P000700,2025-07-27,419.35
T0007911,P000700,2025-08-26,419.35
T0007912,P000700,2025-09-25,419.35
T0007913,P000700,2025-10-25,419.35
T0007914,P000700,2025-11-24,419.35
T0007915,P000701,2024-06-07,784.97
T0007916,P000701,2024-09-05,245.01
T0007917,P000701,2024-12-04,784.97
T0007918,P000701,2025-03-04,784.97
T0007919,P000701,2025-06-02,784.97
T0007920,P000701,2025-08-31,784.97
T0007921,P000701,2025-11-29,784.97
T0007922,P000702,2024-08-06,570.28
T0007923,P000702,2024-09-05,570.28
T0007924,P000702,2024-10-05,570.28
T0007925,P000702,2024-11-04,570.28
T0007926,P000702,2024-12-04,570.28
T0007927,P000702,2025-01-03,570.28
T0007928,P000702,2025-02-02,570.28
T0007929,P000702,2025-03-04,570.28
T0007930,P000702,2025-04-03,570.28
T0007931,P000702,2025-05-03,570.28
T0007932,P000702,2025-06-02,570.28
T0007933,P000702,2025-07-02,570.28
T0007934,P000702,2025-08-01,570.28
T0007935,P000702,2025-08-31,570.28
T0007936,P000702,2025-09-30,570.28
T0007937,P000702,2025-10-30,570.28
T0007938,P000702,2025-11-29,570.28
T0007939,P000703,2025-08-08,1411.33
T0007940,P000703,2025-09-07,1411.33
T0007941,P000703,2025-10-07,1411.33
T0007942,P000703,2025-11-06,1411.33
T0007943,P000703,2025-12-06,1411.33
T0007944,P000704,2025-10-28,4961.2
T0007945,P000704,2025-11-27,4961.2
T0007946,P000705,2025-09-01,2277.26
T0007947,P000705,2025-11-30,2277.26
T0007948,P000706,2023-10-08,1651.85
T0007949,P000706,2024-01-06,1651.85
T0007950,P000706,2024-04-05,517.66
T0007951,P000706,2024-07-04,1651.85
T0007952,P000706,2024-10-02,1651.85
T0007953,P000706,2024-12-31,1651.85
T0007954,P000707,2025-08-18,1728.21
T0007955,P000707,2025-09-17,1728.21
T0007956,P000707,2025-10-17,1728.21
T0007957,P000707,2025-11-16,1728.21
T0007958,P000707,2025-12-16,1728.21
T0007959,P000708,2025-10-03,2013.05
T0007960,P000708,2025-11-02,2013.05
T0007961,P000708,2025-12-02,2013.05
T0007962,P000709,2025-03-23,334.29
T0007963,P000709,2025-04-22,334.29
T0007964,P000709,2025-05-22,334.29
T0007965,P000709,2025-06-21,267.17
T0007966,P000709,2025-07-21,334.29
T0007967,P000709,2025-08-20,334.29
T0007968,P000709,2025-09-19,334.29
T0007969,P000709,2025-10-19,334.29
T0007970,P000709,2025-11-18,334.29
T0007971,P000709,2025-12-18,334.29
T0007972,P000710,2024-01-15,109.54
T0007973,P000710,2024-02-14,109.54
T0007974,P000710,2024-03-15,109.54
T0007975,P000710,2024-04-14,109.54
T0007976,P000710,2024-05-14,109.54
T0007977,P000710,2024-06-13,109.54
T0007978,P000710,2024-07-13,109.54
T0007979,P000710,2024-08-12,109.54
T0007980,P000710,2024-09-11,109.54
T0007981,P000710,2024-10-11,94.85
T0007982,P000710,2024-11-10,109.54
T0007983,P000710,2024-12-10,109.54
T0007984,P000710,2025-01-09,109.54
T0007985,P000710,2025-02-08,109.54
T0007986,P000710,2025-03-10,109.54
T0007987,P000710,2025-04-09,109.54
T0007988,P000710,2025-05-09,109.54
T0007989,P000710,2025-06-08,109.54
T0007990,P000710,2025-07-08,109.54
T0007991,P000710,2025-08-07,109.54
T0007992,P000710,2025-09-06,109.54
T0007993,P000711,2023-11-02,302.38
T0007994,P000711,2023-12-02,302.38
T0007995,P000711,2024-01-01,302.38
T0007996,P000711,2024-01-31,302.38
T0007997,P000711,2024-03-01,302.38
T0007998,P000711,2024-03-31,302.38
T0007999,P000711,2024-04-30,302.38
T0008000,P000711,2024-05-30,302.38
T0008001,P000711,2024-06-29,302.38
T0008002,P000711,2024-07-29,302.38
T0008003,P000711,2024-08-28,302.38
T0008004,P000711,2024-09-27,302.38
T0008005,P000711,2024-10-27,302.38
T0008006,P000711,2024-11-26,302.38
T0008007,P000711,2024-12-26,302.38
T0008008,P000711,2025-01-25,302.38
T0008009,P000711,2025-02-24,302.38
T0008010,P000711,2025-03-26,302.38
T0008011,P000711,2025-04-25,302.38
T0008012,P000711,2025-05-25,302.38
T0008013,P000711,2025-06-24,302.38
T0008014,P000711,2025-07-24,302.38
T0008015,P000711,2025-08-23,302.38
T0008016,P000711,2025-09-22,302.38
T0008017,P000711,2025-10-22,302.38
T0008018,P000711,2025-11-21,302.38
T0008019,P000712,2025-08-14,1786.14
T0008020,P000712,2025-09-13,1256.13
T0008021,P000712,2025-10-13,1786.14
T0008022,P000712,2025-11-12,1786.14
T0008023,P000712,2025-12-12,1786.14
T0008024,P000713,2024-09-10,142.18
T0008025,P000713,2024-10-10,70.36
T0008026,P000713,2024-11-09,142.18
T0008027,P000713,2024-12-09,142.18
T0008028,P000713,2025-01-08,142.18
T0008029,P000713,2025-02-07,142.18
T0008030,P000713,2025-03-09,142.18
T0008031,P000713,2025-04-08,142.18
T0008032,P000713,2025-05-08,142.18
T0008033,P000713,2025-06-07,113.87
T0008034,P000713,2025-07-07,142.18
T0008035,P000713,2025-08-06,142.18
T0008036,P000713,2025-09-05,142.18
T0008037,P000713,2025-10-05,142.18
T0008038,P000714,2025-11-22,3048.73
T0008039,P000715,2023-02-23,144.77
T0008040,P000715,2023-03-25,144.77
T0008041,P000715,2023-04-24,144.77
T0008042,P000715,2023-05-24,144.77
T0008043,P000715,2023-06-23,144.77
T0008044,P000715,2023-07-23,144.77
T0008045,P000715,2023-08-22,144.77
T0008046,P000715,2023-09-21,144.77
T0008047,P000715,2023-10-21,144.77
T0008048,P000715,2023-11-20,144.77
T0008049,P000715,2023-12-20,144.77
T0008050,P000715,2024-01-19,144.77
T0008051,P000715,2024-02-18,144.77
T0008052,P000715,2024-03-19,144.77
T0008053,P000715,2024-04-18,144.77
T0008054,P000715,2024-05-18,144.77
T0008055,P000715,2024-06-17,144.77
T0008056,P000715,2024-07-17,144.77
T0008057,P000715,2024-08-16,144.77
T0008058,P000715,2024-09-15,89.81
T0008059,P000716,2024-01-28,117.77
T0008060,P000716,2024-02-27,276.94
T0008061,P000716,2024-03-28,276.94
T0008062,P000716,2024-04-27,276.94
T0008063,P000716,2024-05-27,276.94
T0008064,P000716,2024-06-26,276.94
T0008065,P000716,2024-07-26,276.94
T0008066,P000716,2024-08-25,276.94
T0008067,P000716,2024-09-24,276.94
T0008068,P000716,2024-10-24,276.94
T0008069,P000716,2024-11-23,276.94
T0008070,P000716,2024-12-23,276.94
